name,slug,city,status,matched_polygon,score
Estates at Edgewater Beach,estates-at-edgewater-beach,Lake Travis,NEEDS_POLYGON,Edgewater Beach,0.732
Estates at Settlers Park,estates-at-settlers-park,Round Rock,HAS_POLYGON,estates-at-settlers-park,1.0
Estates at Westlake,estates-at-westlake,Austin,HAS_POLYGON,estates-at-westlake,1.0
Estates of Bauerle Ranch,estates-of-bauerle-ranch,Austin,HAS_POLYGON,estates-of-bauerle-ranch,1.0
Estates of Brentwood,estates-of-brentwood,Austin,HAS_POLYGON,estates-of-brentwood,1.0
Estates of North Creek Ranch,estates-of-north-creek-ranch,Leander,NEEDS_POLYGON,North Creek Ranch,0.756
Estates of Rowe Lane,estates-of-rowe-lane,Pflugerville,NEEDS_POLYGON,Estates of Westlake,0.821
Estates of Westlake,estates-of-westlake,Georgetown,HAS_POLYGON,estates-of-westlake,1.0
Estrella Crossing,estrella-crossing,Georgetown,NEEDS_POLYGON,Steeds Crossing,0.75
Eubank Acres,eubank-acres,Austin,HAS_POLYGON,eubank-acres,1.0
Fairways at Crystal Falls,fairways-at-crystal-falls,Leander,HAS_POLYGON,fairways-at-crystal-falls,1.0
Falcon Oaks,falcon-oaks,Leander,HAS_POLYGON,falcon-oaks,1.0
Falcon Pointe,falcon-pointe,Pflugerville,HAS_POLYGON,falcon-pointe,1.0
Ferguson Crossing,ferguson-crossing,Austin,HAS_POLYGON,ferguson-crossing,1.0
Fern Bluff,fern-bluff,Round Rock,HAS_POLYGON,fern-bluff,1.0
Five Oaks Park North,five-oaks-park-north,Austin,HAS_POLYGON,five-oaks-park-north,1.0
Flat Creek,flat-creek,Lake Travis,NEEDS_POLYGON,Lost Creek,0.8
Flint Valley,flint-valley,Lake Travis,NEEDS_POLYGON,Lost Valley,0.783
Flintrock at Hurst Creek,flintrock-at-hurst-creek,Lake Travis,NEEDS_POLYGON,Block House Creek,0.683
Flower Hill,flower-hill,Round Rock,HAS_POLYGON,flower-hill,1.0
Ford Oaks,ford-oaks,Austin,HAS_POLYGON,ford-oaks,1.0
Forest Bluff,forest-bluff,Manor,HAS_POLYGON,forest-bluff,1.0
Forest Bluffs,forest-bluffs,Round Rock,HAS_POLYGON,forest-bluffs,1.0
Forest Creek,forest-creek,Round Rock,HAS_POLYGON,forest-creek,1.0
Forest Gabriel Park,forest-gabriel-park,Georgetown,NEEDS_POLYGON,Forest Park,0.733
Forest Hills,forest-hills,Austin,HAS_POLYGON,forest-hills,1.0
Forest Oaks,forest-oaks,Cedar Park,HAS_POLYGON,forest-oaks,1.0
Forest Ridge,forest-ridge,Round Rock,HAS_POLYGON,forest-ridge,1.0
Forum,forum,Austin,HAS_POLYGON,forum,1.0
Fountainwood,fountainwood,Georgetown,HAS_POLYGON,fountainwood,1.0
Four Points Centre,four-points-centre,Austin,HAS_POLYGON,four-points-centre,1.0
Four Seasons Summer Section,four-seasons-summer-section,Austin,NEEDS_POLYGON,Four Seasons Fall Section,0.808
Four-T Ranch,four-t-ranch,Georgetown,NEEDS_POLYGON,South Ranches,0.72
Fox Creek Estates,fox-creek-estates,Lake Travis,HAS_POLYGON,fox-creek-estates,1.0
Franklin Park,franklin-park,Austin,HAS_POLYGON,franklin-park,1.0
Fredrickson Ranch on Lake Georgetown,fredrickson-ranch-on-lake-georgetown,Georgetown,HAS_POLYGON,fredrickson-ranch-on-lake-georgetown,1.0
French Place,french-place,Austin,HAS_POLYGON,french-place,1.0
Gabriels Overlook,gabriels-overlook,Georgetown,HAS_POLYGON,gabriels-overlook,1.0
Galindo,galindo,Austin,HAS_POLYGON,galindo,1.0
Gann Ranch,gann-ranch,Cedar Park,HAS_POLYGON,gann-ranch,1.0
Garden Valley,garden-valley,Austin,HAS_POLYGON,garden-valley,1.0
Garrison Park,garrison-park,Austin,HAS_POLYGON,garrison-park,1.0
Gate Hollow Estates,gate-hollow-estates,Lake Travis,HAS_POLYGON,gate-hollow-estates,1.0
Gateway,gateway,Austin,HAS_POLYGON,gateway,1.0
Gatlinburg,gatlinburg,Pflugerville,HAS_POLYGON,gatlinburg,1.0
Georgetown Country Club,georgetown-country-club,Georgetown,NEEDS_POLYGON,Country Club,0.686
Georgetown Crossing,georgetown-crossing,Georgetown,HAS_POLYGON,georgetown-crossing,1.0
Georgetown,georgetown,TX,HAS_POLYGON,georgetown,1.0
Georgetown Place,georgetown-place,Georgetown,HAS_POLYGON,georgetown-place,1.0
Georgetown Village,georgetown-village,Georgetown,HAS_POLYGON,georgetown-village,1.0
Georgian Acres,georgian-acres,Austin,HAS_POLYGON,georgian-acres,1.0
Glenlake,glenlake,Austin,HAS_POLYGON,glenlake,1.0
Glenwood,glenwood,Hutto,HAS_POLYGON,glenwood,1.0
Golden Lake Estates,golden-lake-estates,Austin,HAS_POLYGON,golden-lake-estates,1.0
Golden Oaks.,golden-oaks,Georgetown,HAS_POLYGON,golden-oaks,1.0
Govalle,govalle,Austin,HAS_POLYGON,govalle,1.0
Gracy Woods,gracy-woods,Austin,HAS_POLYGON,gracy-woods,1.0
Grand Mesa at Crystal Falls,grand-mesa-at-crystal-falls,Leander,HAS_POLYGON,grand-mesa-at-crystal-falls,1.0
Grand Oaks,grand-oaks,Austin,HAS_POLYGON,grand-oaks,1.0
Grandview Hills,grandview-hills,Austin,HAS_POLYGON,grandview-hills,1.0
Granite Bay,granite-bay,Austin,NEEDS_POLYGON,Granite Shoals,0.72
Great Oak Estates,great-oak-estates,Leander,FUZZY_MATCH,Great Oaks Estates,0.971
Green Park,green-park,West Lake Hills,HAS_POLYGON,green-park,1.0
Green Shores on Lake Austin,green-shores-on-lake-austin,Austin,HAS_POLYGON,green-shores-on-lake-austin,1.0
Green Square,green-square,Round Rock,NEEDS_POLYGON,Green Acres,0.783
Green Trails Estates,green-trails-estates,Austin,HAS_POLYGON,green-trails-estates,1.0
Greenbury,greenbury,Manor,NEEDS_POLYGON,Greenbriar,0.737
Greenfield,greenfield,Round Rock,HAS_POLYGON,greenfield,1.0
Greenhill,greenhill,Round Rock,HAS_POLYGON,greenhill,1.0
Greenlawn Crossing,greenlawn-crossing,Round Rock,NEEDS_POLYGON,Georgetown Crossing,0.757
Greenleaf Estates,greenleaf-estates,Austin,HAS_POLYGON,greenleaf-estates,1.0
Greenridge,greenridge,Pflugerville,HAS_POLYGON,greenridge,1.0
Greenslopes,greenslopes,Austin,HAS_POLYGON,greenslopes,1.0
Gregorian Place,gregorian-place,Georgetown,FUZZY_MATCH,Georgian Place,0.897
Halbert,halbert,Round Rock,HAS_POLYGON,halbert,1.0
Hamilton Point,hamilton-point,Manor,HAS_POLYGON,hamilton-point,1.0
Hammett's Crossing,hammetts-crossing,Lake Travis,HAS_POLYGON,hammetts-crossing,1.0
Hancock,hancock,Austin,HAS_POLYGON,hancock,1.0
Hancock Hill,hancock-hill,Austin,HAS_POLYGON,hancock-hill,1.0
Hanson's Corner,hansons-corner,Hutto,NEEDS_POLYGON,Calhoun's Corner,0.774
Harris Branch,harris-branch,Austin,HAS_POLYGON,harris-branch,1.0
Harris Ranch,harris-ranch,Austin,FUZZY_MATCH,HARRIS BRANCH,0.96
Harris Ridge,harris-ridge,Round Rock,HAS_POLYGON,harris-ridge,1.0
Hatley Park,hatley-park,West Lake Hills,NEEDS_POLYGON,Avery Park,0.762
Hawk's Canyon,hawks-canyon,Austin,NEEDS_POLYGON,Neely's Canyon,0.667
Hays Country Oaks,hays-country-oaks,Buda,HAS_POLYGON,hays-country-oaks,1.0
Heatherwilde,heatherwilde,Pflugerville,HAS_POLYGON,heatherwilde,1.0
Henderson Tract,henderson-tract,Round Rock,NEEDS_POLYGON,Anderson Acres,0.69
Henna,henna,Round Rock,NEEDS_POLYGON,Shenandoah,0.667
Hennig Heights,hennig-heights,Lake Travis,HAS_POLYGON,hennig-heights,1.0
Heritage,heritage,Austin,HAS_POLYGON,heritage,1.0
Heritage Hills,heritage-hills,Austin,HAS_POLYGON,heritage-hills,1.0
Heritage Oaks,heritage-oaks,Georgetown,HAS_POLYGON,heritage-oaks,1.0
Heritage Park,heritage-park,Cedar Park,HAS_POLYGON,heritage-park,1.0
Hidden Glen,hidden-glen,Round Rock,HAS_POLYGON,hidden-glen,1.0
Hidden Lake Estates,hidden-lake-estates,Manor,HAS_POLYGON,hidden-lake-estates,1.0
Hidden Mesa,hidden-mesa,Leander,HAS_POLYGON,hidden-mesa,1.0
Hidden Valley,hidden-valley,Austin,HAS_POLYGON,hidden-valley,1.0
High Chaparral,high-chaparral,Leander,HAS_POLYGON,high-chaparral,1.0
High Country,high-country,Round Rock,HAS_POLYGON,high-country,1.0
High Gabriel,high-gabriel,Leander,NEEDS_POLYGON,High Gabriel West,0.828
High Meadows,high-meadows,Cedar Park,HAS_POLYGON,high-meadows,1.0
High Pointe,high-pointe,Austin,FUZZY_MATCH,Highpointe,0.952
High Vista,high-vista,Austin,NEEDS_POLYGON,High Vista Views,0.769
Highland Club Village,highland-club-village,Lake Travis,HAS_POLYGON,highland-club-village,1.0
Highland Estates,highland-estates,Round Rock,HAS_POLYGON,highland-estates,1.0
Highland Hills,highland-hills,Austin,HAS_POLYGON,highland-hills,1.0
Highland Oaks,highland-oaks,Austin,HAS_POLYGON,highland-oaks,1.0
Highland Park,highland-park,Pflugerville,HAS_POLYGON,highland-park,1.0
Highland Park West,highland-park-west,West Central Austin,HAS_POLYGON,highland-park-west,1.0
Highland Terrace,highland-terrace,Round Rock,HAS_POLYGON,highland-terrace,1.0
Highlands at Crystal Falls,highlands-at-crystal-falls,Leander,HAS_POLYGON,highlands-at-crystal-falls,1.0
Hillcrest,hillcrest,Austin,HAS_POLYGON,hillcrest,1.0
Hills at Paloma Lake,hills-at-paloma-lake,Round Rock,HAS_POLYGON,hills-at-paloma-lake,1.0
Hillside Oaks,hillside-oaks,Austin,HAS_POLYGON,hillside-oaks,1.0
Hillside Spring,hillside-spring,Pflugerville,HAS_POLYGON,hillside-spring,1.0
Historic Acres,historic-acres,Georgetown,NEEDS_POLYGON,Banister Acres,0.714
Hodde,hodde,Pflugerville,NEEDS_POLYGON,Hoppe,0.6
Holly,holly,Austin,HAS_POLYGON,holly,1.0
Honeycomb Hills,honeycomb-hills,Leander,HAS_POLYGON,honeycomb-hills,1.0
Horizon Park,horizon-park,Leander,HAS_POLYGON,horizon-park,1.0
Hornsby Bend,hornsby-bend,Manor,HAS_POLYGON,hornsby-bend,1.0
Horsby Glen,horsby-glen,Austin,FUZZY_MATCH,Hornsby Glen,0.957
Horshoe Bend Estates,horshoe-bend-estates,Lake Travis,HAS_POLYGON,horshoe-bend-estates,1.0
Hudson Bend,hudson-bend,Austin,HAS_POLYGON,hudson-bend,1.0
Hudson Harbor,hudson-harbor,Lake Travis,NEEDS_POLYGON,Hudson Bend,0.667
Hughes Park Lake,hughes-park-lake,Lake Travis,HAS_POLYGON,hughes-park-lake,1.0
Hunters Green,hunters-green,Austin,NEEDS_POLYGON,Hunter Glen,0.833
Huntington Trails,huntington-trails,Round Rock,HAS_POLYGON,huntington-trails,1.0
Hutto Exchange,hutto-exchange,Hutto,NEEDS_POLYGON,Hutto Highlands,0.621
Hutto Highlands,hutto-highlands,Hutto,HAS_POLYGON,hutto-highlands,1.0
Hutto,hutto,TX,HAS_POLYGON,hutto,1.0
Hutto Square,hutto-square,Hutto,HAS_POLYGON,hutto-square,1.0
Huttopark,huttopark,Hutto,FUZZY_MATCH,Huttoparke,0.947
Hyde Park,hyde-park,Austin,HAS_POLYGON,hyde-park,1.0
Hyridge,hyridge,Round Rock,HAS_POLYGON,hyridge,1.0
Illakee,illakee,Lake Travis,HAS_POLYGON,illakee,1.0
Imperial Valley,imperial-valley,Austin,HAS_POLYGON,imperial-valley,1.0
Indian Creek,indian-creek,Georgetown,HAS_POLYGON,indian-creek,1.0
Indian Hills,indian-hills,Austin,HAS_POLYGON,indian-hills,1.0
Indian Ridge,indian-ridge,Round Rock,HAS_POLYGON,indian-ridge,1.0
Inverness Point,inverness-point,Lake Travis,HAS_POLYGON,inverness-point,1.0
Island at Mt Bonnell Shores,island-at-mt-bonnell-shores,Austin,FUZZY_MATCH,Island at Mount Bonnell Shores,0.947
Island Way,island-way,Austin,HAS_POLYGON,island-way,1.0
Jackrabbit,jackrabbit,Round Rock,HAS_POLYGON,jackrabbit,1.0
Jacks Pond,jacks-pond,Austin,HAS_POLYGON,jacks-pond,1.0
Jacobson Estates,jacobson-estates,,HAS_POLYGON,jacobson-estates,1.0
Jester Estates,jester-estates,Austin,FUZZY_MATCH,Nester Estates,0.929
Jester Farms,jester-farms,Round Rock,HAS_POLYGON,jester-farms,1.0
Jester Point,jester-point,Austin,NEEDS_POLYGON,Settlers Point,0.769
Johnston Terrace,johnston-terrace,Austin,HAS_POLYGON,johnston-terrace,1.0
Jonestown,jonestown,Texas,NEEDS_POLYGON,Jamestown,0.778
Jourdan Crossing,jourdan-crossing,Austin,HAS_POLYGON,jourdan-crossing,1.0
Katy Crossing,katy-crossing,Georgetown,HAS_POLYGON,katy-crossing,1.0
Katymead,katymead,Pflugerville,HAS_POLYGON,katymead,1.0
Keesee,keesee,Austin,HAS_POLYGON,keesee,1.0
Kennedy Ridge Estates,kennedy-ridge-estates,Manor,HAS_POLYGON,kennedy-ridge-estates,1.0
Kercheville Estates,kercheville-estates,Austin,NEEDS_POLYGON,Turnersville Estates,0.769
Kimbro Creek Estates,kimbro-creek-estates,Manor,HAS_POLYGON,kimbro-creek-estates,1.0
Kimbro Road Estates,kimbro-road-estates,Manor,HAS_POLYGON,kimbro-road-estates,1.0
Kincheon,kincheon,Austin,HAS_POLYGON,kincheon,1.0
Kingsbery Park,kingsbery-park,Manor,NEEDS_POLYGON,Rivery Park,0.72
Knollwood,knollwood,West Lake Hills,HAS_POLYGON,knollwood,1.0
Knollwood on the Colorado River,knollwood-on-the-colorado-river,Austin,HAS_POLYGON,knollwood-on-the-colorado-river,1.0
Kuempel,kuempel,Pflugerville,HAS_POLYGON,kuempel,1.0
La Conterra,la-conterra,Georgetown,HAS_POLYGON,la-conterra,1.0
La Frontera Village,la-frontera-village,Round Rock,HAS_POLYGON,la-frontera-village,1.0
La Hacienda Estates,la-hacienda-estates,Lake Travis,HAS_POLYGON,la-hacienda-estates,1.0
La Tierra De Los Pedernales,la-tierra-de-los-pedernales,Lake Travis,HAS_POLYGON,la-tierra-de-los-pedernales,1.0
Lago Vista,lago-vista,Texas,HAS_POLYGON,lago-vista,1.0
Lake Austin Village,lake-austin-village,Lake Travis,HAS_POLYGON,lake-austin-village,1.0
Lake Creek Park,lake-creek-park,Round Rock,HAS_POLYGON,lake-creek-park,1.0
Lake Forest,lake-forest,Round Rock,HAS_POLYGON,lake-forest,1.0
Lake Travis Bluff,lake-travis-bluff,Lake Travis,NEEDS_POLYGON,Travis Bluff,0.828
Lake Travis,lake-travis,Austin,HAS_POLYGON,lake-travis,1.0
Lake View Acres,lake-view-acres,Lake Travis,HAS_POLYGON,lake-view-acres,1.0
Lakeland Hills Lakeside,lakeland-hills-lakeside,Lake Travis,FUZZY_MATCH,Lake and Hills Lakeside,0.957
Lakeland Park,lakeland-park,Lake Travis,HAS_POLYGON,lakeland-park,1.0
Lakeline,lakeline,Leander,NEEDS_POLYGON,Lakeline Oaks,0.762
Lakeline Oaks,lakeline-oaks,Cedar Park,HAS_POLYGON,lakeline-oaks,1.0
Lakes at Northtown,lakes-at-northtown,Pflugerville,HAS_POLYGON,lakes-at-northtown,1.0
Lakes at Techridge,lakes-at-techridge,Pflugerville,FUZZY_MATCH,The Lakes at Techridge,0.9
Lakeshore Addition,lakeshore-addition,Austin,HAS_POLYGON,lakeshore-addition,1.0
Lakeside,lakeside,Hutto,HAS_POLYGON,lakeside,1.0
Lakeside at Blackhawk,lakeside-at-blackhawk,Pflugerville,HAS_POLYGON,lakeside-at-blackhawk,1.0
Lakeside Terrace,lakeside-terrace,Lake Travis,NEEDS_POLYGON,Hillside Terrace,0.812
Lakeway Centre,lakeway-centre,Lakeway,NEEDS_POLYGON,Lakeline Center,0.69
Lakewind Estates,lakewind-estates,Lake Travis,HAS_POLYGON,lakewind-estates,1.0
Lakewood Country Estates,lakewood-country-estates,Cedar Park,HAS_POLYGON,lakewood-country-estates,1.0
Lakewood Estates,lakewood-estates,Georgetown,HAS_POLYGON,lakewood-estates,1.0
Lakewood Hills,lakewood-hills,Austin,HAS_POLYGON,lakewood-hills,1.0
Lakewood Park,lakewood-park,Austin,HAS_POLYGON,lakewood-park,1.0
Lakewood Village,lakewood-village,Austin,HAS_POLYGON,lakewood-village,1.0
Lambert Estates,lambert-estates,Manor,HAS_POLYGON,lambert-estates,1.0
Lamplight Village,lamplight-village,Austin,HAS_POLYGON,lamplight-village,1.0
Las Cimas,las-cimas,Austin,HAS_POLYGON,las-cimas,1.0
Las Lomas,las-lomas,West Lake Hills,HAS_POLYGON,las-lomas,1.0
Laurel Ridge,laurel-ridge,Round Rock,HAS_POLYGON,laurel-ridge,1.0
Laurelwood Estates,laurelwood-estates,Austin,HAS_POLYGON,laurelwood-estates,1.0
Leander Heights,leander-heights,Leander,HAS_POLYGON,leander-heights,1.0
Leander,leander,TX,HAS_POLYGON,leander,1.0
Ledbetter Oaks,ledbetter-oaks,Round Rock,HAS_POLYGON,ledbetter-oaks,1.0
Leffler Commercial,leffler-commercial,Austin,HAS_POLYGON,leffler-commercial,1.0
Legend Oaks,legend-oaks,Austin,HAS_POLYGON,legend-oaks,1.0
Legends of Hutto,legends-of-hutto,Hutto,HAS_POLYGON,legends-of-hutto,1.0
Legends of Lone Star,legends-of-lone-star,Hutto,NEEDS_POLYGON,Gardens of Balcones,0.667
Legends Village,legends-village,Round Rock,HAS_POLYGON,legends-village,1.0
Liberty Hill,liberty-hill,Texas,NEEDS_POLYGON,Timber Hills,0.75
Lime Creek Estates,lime-creek-estates,Cedar Park,FUZZY_MATCH,Wiley Creek Estates,0.865
Limestone at Wells Branch,limestone-at-wells-branch,Austin,NEEDS_POLYGON,Lake at Wells Branch,0.8
Linda Vista,linda-vista,Austin,HAS_POLYGON,linda-vista,1.0
Live Oak Ranch,live-oak-ranch,Leander,FUZZY_MATCH,Live Oak Ranches,0.933
Lockhart,lockhart,Texas,NEEDS_POLYGON,Lakehurst,0.588
Lockwood Acres,lockwood-acres,Manor,HAS_POLYGON,lockwood-acres,1.0
Lockwood Farms,lockwood-farms,Manor,FUZZY_MATCH,Lockwood Acres,0.857
Logan Ranch,logan-ranch,Georgetown,HAS_POLYGON,logan-ranch,1.0
Long Branch Valley,long-branch-valley,Lake Travis,HAS_POLYGON,long-branch-valley,1.0
Long Canyon,long-canyon,Austin,HAS_POLYGON,long-canyon,1.0
Longhorn Village at Steiner Ranch,longhorn-village-at-steiner-ranch,Lake Travis,HAS_POLYGON,longhorn-village-at-steiner-ranch,1.0
Los Cielos,los-cielos,Austin,HAS_POLYGON,los-cielos,1.0
Los Robles,los-robles,Austin,FUZZY_MATCH,Los Arboles,0.857
Lost Creek,lost-creek,West Lake Hills,HAS_POLYGON,lost-creek,1.0
Lost Plains,lost-plains,Austin,HAS_POLYGON,lost-plains,1.0
Lost River Ranches,lost-river-ranches,Georgetown,NEEDS_POLYGON,Blanco River Ranch,0.778
Luther Peterson,luther-peterson,Round Rock,NEEDS_POLYGON,The Timbers,0.615
Magnolia,magnolia,Leander,NEEDS_POLYGON,Magnolia Creek,0.727
Majestic Hills Ranchettes,majestic-hills-ranchettes,Lake Travis,HAS_POLYGON,majestic-hills-ranchettes,1.0
Majestic Oaks,majestic-oaks,Austin,HAS_POLYGON,majestic-oaks,1.0
Manana West,manana-west,Austin,NEEDS_POLYGON,Maconda Park West,0.714
Manor,manor,TX,NEEDS_POLYGON,Mesa North,0.667
Manor Villa Estates,manor-villa-estates,Manor,HAS_POLYGON,manor-villa-estates,1.0
Mansfield,mansfield,Lake Travis,NEEDS_POLYGON,Masonfield,0.842
Maple Run,maple-run,Austin,HAS_POLYGON,maple-run,1.0
Marble Falls,marble-falls,Lake Travis,NEEDS_POLYGON,Agave Falls,0.696
Market District,market-district,Austin,NEEDS_POLYGON,Hawthorne at the District,0.65
Marshall Ford/Marshall Ford Vista,marshall-fordmarshall-ford-vista,Lake Travis,NEEDS_POLYGON,Marshall Ford Vista,0.731
Martinshore,martinshore,Austin,HAS_POLYGON,martinshore,1.0
Mason and Rye,mason-and-rye,Round Rock,NEEDS_POLYGON,Mason Creek,0.667
Mason Creek,mason-creek,Leander,HAS_POLYGON,mason-creek,1.0
Matthews Park,matthews-park,Austin,HAS_POLYGON,matthews-park,1.0
Max Keilbar,max-keilbar,Austin,NEEDS_POLYGON,Keilbar,0.778
Mayfield Ranch,mayfield-ranch,Round Rock,HAS_POLYGON,mayfield-ranch,1.0
Mays Crossing,mays-crossing,Round Rock,HAS_POLYGON,mays-crossing,1.0
McKinney,mckinney,Austin,HAS_POLYGON,mckinney,1.0
McKinney Park East,mckinney-park-east,Austin,HAS_POLYGON,mckinney-park-east,1.0
Mcsheperd Ranches Ridgeline Ranchettes,mcsheperd-ranches-ridgeline-ranchettes,Lake Travis,NEEDS_POLYGON,Steiner Ranch River Dance,0.571
Meadow Park South,meadow-park-south,Pflugerville,HAS_POLYGON,meadow-park-south,1.0
Meadows at Berdoll,meadows-at-berdoll,Austin,HAS_POLYGON,meadows-at-berdoll,1.0
Meadows at Double Creek,meadows-at-double-creek,Austin,HAS_POLYGON,meadows-at-double-creek,1.0
Meadows at Trinity Crossing,meadows-at-trinity-crossing,Austin,NEEDS_POLYGON,Low Water Crossing,0.667
Meadows Lake,meadows-lake,Austin,FUZZY_MATCH,Meadow Lake,0.957
Meadows of Blackhawk,meadows-of-blackhawk,Pflugerville,HAS_POLYGON,meadows-of-blackhawk,1.0
Meadows of Georgetown,meadows-of-georgetown,Georgetown,HAS_POLYGON,meadows-of-georgetown,1.0
Meadows of Walnut Creek,meadows-of-walnut-creek,Austin,HAS_POLYGON,meadows-of-walnut-creek,1.0
Medway Ranch,medway-ranch,Lake Travis,NEEDS_POLYGON,McCarty Ranch,0.72
Mercado Heights,mercado-heights,Austin,HAS_POLYGON,mercado-heights,1.0
Meridian,meridian,Austin,HAS_POLYGON,meridian,1.0
Mesa Forest,mesa-forest,Austin,HAS_POLYGON,mesa-forest,1.0
Mesa North,mesa-north,Austin,HAS_POLYGON,mesa-north,1.0
Mesa Oaks,mesa-oaks,Austin,HAS_POLYGON,mesa-oaks,1.0
Mesa Park,mesa-park,Austin,HAS_POLYGON,mesa-park,1.0
Mesa Park,mesa-park,Round Rock,HAS_POLYGON,mesa-park,1.0
Middle Gabriel Estates,middle-gabriel-estates,Georgetown,HAS_POLYGON,middle-gabriel-estates,1.0
Milwood,milwood,Austin,HAS_POLYGON,milwood,1.0
Mimosa Manor,mimosa-manor,Austin,HAS_POLYGON,mimosa-manor,1.0
